c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,weighted_backtrack_estimate,knuths_estimate,recursive_estimate,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean,file_name,satzilla_base_t,satzilla_probe_t
5723616.0,7594746.0,0.7536283636082102,1.326913964878147,3.885350665719418e-07,7.922237943490013,0.0,4.263039309415586e-05,0.3582788446063725,3.885350665719417e-07,4.3383460670174,1.3166997289968617e-07,3.1995803414623743e-05,0.6583912426889972,3.097748425514502e-05,1.4253366714366509,1.7471472579572074e-07,0.0001404706395397,0.1614368158392466,1.974321315551312,0.0,1.0,0.8160474034917272,0.0111826537794815,6.907966123220236,0.0,0.9836065573770492,0.2603876726730257,0.0772493934763595,0.7893122110218436,0.1783964892124139,0.9677087002342576,0.8464596506823658,2.366370297157218e-07,9.671264461561432,0.0,4.245567836836014e-05,0.3349714823450918,2.633399457993724e-07,2.633399457993724e-07,2.633399457993724e-07,2.633399457993724e-07,2.633399457993724e-07,1.9750495934952927e-06,2.501914902011576e-06,0.0,169223.9444478242,7594758.0,1194728.0,0.0,0.0,0.0,0.0,0.0,0.0,134.930530165,0.0,17.1871909169,0.0,936419124.935,280165.0,0.0,0.0,0.0,0.0,0.0,0.0,119.442017425,0.0,1.287840852,0.0,7480087110.02,egl.pm_100steps_6int_1fract_unfairA_N=7_L=2over.dimacs.gz.no_w.txt,1682.9342188835144,44.32602858543396
264.0,100.0,2.64,0.3787878787878788,0.0251515151515151,0.4203507234799881,0.0,0.0681818181818181,1.7881415489680088,0.0251515151515151,0.4856781776083464,0.01,0.05,0.6812088524053,0.0361187633914906,0.723564252616493,0.0151515151515151,0.1174242424242424,0.1666666666666666,1.834021909257456,0.0,1.0,0.6812088524053,0.266,1.048143553269602,0.0,0.6666666666666667,1.025648448959819,0.2788061851697141,0.7575757575757576,0.0,0.7575757575757576,0.8106060606060606,0.0156818181818181,0.3036569107211154,0.0,0.034090909090909,1.479184824288134,0.01,0.11,0.34,0.34,0.34,0.4628772635814889,0.4694319777044679,0.0,0.0,101.0,2.8043,0.764949685921,24.7,0.144428751835,25.0,20.0,29.0,1.3057753583,0.261953878519,0.894843276787,0.0587613141353,1484.75256122,5.9861,0.435269742969,24.7472,0.146333881511,25.0,20.0,29.0,1.62481248832,0.25145526004,0.951450519014,0.0452126657778,2604.80198256,or-50-10-10-UC-30.txt.gz.no_w.txt,0.0975430011749267,5.967617988586426
1063.0,1122.0,0.9474153297682708,1.0555032925682033,0.0027878251274853,1.76717323374296,0.0,0.0188146754468485,1.0928295365290936,0.0027878251274853,0.1495477948225519,0.0008912655971479,0.0035650623885918,0.6700297164468245,0.0052817734145482,0.463918543858999,0.0018814675446848,0.0131702728127939,0.4543744120413923,0.6824220919303711,0.0,1.0,1.1094255043649663,0.019451871657754,2.869508175744184,0.0,0.25,0.4555968363979972,0.0558173047554516,0.050799623706491,0.7676387582314205,0.8184383819379115,0.464722483537159,0.001248442590925,1.8332303679500024,0.0,0.0084666039510818,1.0174256812585631,0.0,0.0,0.0,0.0,0.0035650623885918,0.0493549905314611,0.1578343395096718,0.0,0.0,1123.0,1.17499561634,2.38025875127,59.9165351569,0.0882543234609,60.0,53.0,67.0,0.36946923277,0.29877553658,0.753625204223,0.0531318385344,3445.54772403,27.6761,0.163550414759,59.9222,0.0874510111013,60.0,53.0,67.0,0.765193786814,0.637208914575,0.955286019206,0.0392552858566,12371.7330586,90-16-6-q.txt.gz.no_w.txt,0.1613812446594238,12.138880252838137
71469.0,16491.0,4.333818446425323,0.2307433992360324,0.0001810621540763,1.4721795230532395,1.3992080482446936e-05,0.0043515370300409,1.4734507955970546,0.0001810621540763,0.7249180103591724,6.063913649869626e-05,0.0020010915044569,0.796406446993488,0.0003853821162934,0.4392280242693467,1.3992080482446936e-05,0.0017070338188585,0.4010339965761197,0.8026126214039074,0.0,1.0,1.1218321583712096,0.0425624425254903,3.513888155612555,0.0,1.0,0.710088720608038,0.1495596626642605,0.1925170353579874,0.7472470581650785,0.939764093523066,0.4218192503043277,6.413397486551446e-05,1.491875617922514,1.3992080482446936e-05,0.0021128041528494,1.2080241385554056,0.0133406100297131,0.0160087320356558,0.0208598629555515,0.0208598629555515,0.0208598629555515,0.0720150385058516,0.1107681809414294,0.0,1656.8858057340294,19272.0,415.142857143,0.999393473733,4867.71428571,0.287958816062,5228.0,5181.0,5284.0,1.20245349459,0.228590691307,0.975805396086,0.068881157795,2648130.9055,415.929824561,0.0658444929579,5247.35087719,0.00786166565622,5248.0,5195.0,5298.0,0.877508853467,0.180332687145,0.968346554335,0.00300304717014,4654162.04659,13A-4.txt.gz.no_w.txt,3.7588205337524414,12.348470211029053
8460.0,2669.0,3.1697264893218438,0.3154846335697399,0.000976229132842,1.544182156587674,0.0004728132387706,0.0697399527186761,1.8184633417689733,0.000976229132842,0.1878509437451773,0.0003746721618583,0.0011240164855751,0.6733838503802146,0.0006630280065226,1.3103131618497106,0.0002364066193853,0.0347517730496453,0.2675728920409771,1.0756927853954708,0.0,1.0,0.938201563145996,0.1116874223445101,0.8261536083987153,0.0,0.3333333333333332,1.1762958027302872,0.0922709669826683,0.3933806146572104,0.6062647754137116,0.999645390070922,0.7159574468085106,0.0006570934829187,1.2421110437572234,0.0001182033096926,0.0297872340425531,1.877122425415444,0.0,0.0014986886474334,0.0157362307980517,0.0659423004870738,0.0659423004870738,0.4742600224803296,0.9071161893609558,0.0,0.0,2670.0,332.968220339,1.17072927106,423.737288136,0.59550965996,565.0,0.0,595.0,1.61235577931,0.817142762811,1.56822314942,1.03430249202,150378.793934,292.466887417,1.24588306937,443.03807947,0.540840136531,564.5,0.0,593.0,1.22494689844,1.08235269929,1.4560382358,1.08323768009,536652.509745,blasted_case_1_b12_even2.txt.gz.no_w.txt,0.3979983329772949,12.82789397239685
367.0,140.0,2.6214285714285714,0.3814713896457766,0.018042039704165,0.507827157845786,0.0,0.0544959128065395,1.871658106154371,0.018042039704165,0.4826722183645543,0.0071428571428571,0.0357142857142857,0.6647613502894458,0.025826323895273,0.7842158689289855,0.0108991825613079,0.0899182561307901,0.1607629427792915,1.857181686048969,0.0,1.0,0.6647613502894457,0.2771428571428572,1.0363488627355544,0.0,0.6666666666666667,1.0365734408007534,0.2872166848152823,0.7629427792915532,0.0,0.7629427792915532,0.8092643051771117,0.0112300506033476,0.3786382231822591,0.0,0.0272479564032697,1.696579667573113,0.0214285714285714,0.0642857142857142,0.4142857142857143,0.4714285714285714,0.4714285714285714,0.6238352986661512,0.6284031652401231,0.0,0.0,141.0,1.8062,1.28245585055,34.1115,0.123594644647,34.0,29.0,39.0,1.3001736361,0.266703261108,0.908105690782,0.0461227710031,2853.92978646,6.4207,0.405299188507,34.174,0.122597282146,34.0,29.0,40.0,1.71100342492,0.23773807184,0.967394350048,0.031555209302,5293.49596289,or-70-5-10-UC-30.txt.gz.no_w.txt,0.0262806415557861,7.286847829818726
580.0,214.0,2.710280373831776,0.3689655172413793,0.0122945536577505,0.8379316501857204,0.0068965517241379,0.0741379310344827,1.8365006518249385,0.0122945536577505,0.1874272514233484,0.0046728971962616,0.014018691588785,0.6827044499286841,0.0088785046728971,0.9497886490880496,0.0034482758620689,0.0586206896551724,0.267816091954023,0.982738905141109,0.0,1.0,0.885963494861685,0.0926875146435051,1.029444129112583,0.0,0.3333333333333332,1.143518298726597,0.0954166177917929,0.3586206896551724,0.6362068965517241,0.9948275862068966,0.85,0.0102078633580406,0.9146598441113428,0.0034482758620689,0.0724137931034482,1.5868999641974255,0.0,0.1074766355140186,0.1682242990654205,0.719626168224299,0.719626168224299,0.9213341927167258,0.9842103555411028,0.0,0.0,215.0,3.4042,0.734260440591,45.7047,0.11409532142,46.0,39.0,52.0,0.886356345336,0.199214456127,0.831064086871,0.0570227415175,2271.0601245,6.6528,0.527125740385,45.7092,0.112850021995,46.0,39.0,52.0,0.938826237692,0.244201891329,0.860244021168,0.0560219660348,4317.61305041,blasted_case205.txt.gz.no_w.txt,0.0355057716369628,8.868988275527954
2809.0,885.0,3.1740112994350285,0.3150587397650409,0.0030221664424076,2.155123394189464,0.0007119971520113,0.1527233891064435,1.9163831476583089,0.0030221664424076,0.1760220657408043,0.0011299435028248,0.0033898305084745,0.6372499071681818,0.0018954410058065,1.6950384330972852,0.0003559985760056,0.0751156995372018,0.3276373561172422,0.940244624510962,0.0,1.0,0.958105495041358,0.0845443051225703,1.09709330414332,0.0,0.3333333333333332,1.1258778182747653,0.0927529910534216,0.3232467070131719,0.675685297258811,0.9989320042719828,0.6842292630829476,0.0019670429792857,2.1398875020863377,0.0003559985760056,0.0932716269134923,1.9595304901938864,0.0045197740112994,0.0146892655367231,0.0497175141242937,0.5943502824858757,0.5943502824858757,0.3523582339401548,0.8466046468902867,576.3916014064345,577.3916014064345,888.0,13.4130113356,0.63393982438,202.758008871,0.0559534301042,203.0,189.0,216.0,0.698571591492,0.170149940991,0.810070956602,0.0647096504062,38144.4274129,25.7468102073,0.210167638853,202.858054226,0.0530426570208,203.0,189.0,217.0,0.634669729248,0.171037101478,0.832275411834,0.0272400286739,111189.144911,blasted_squaring5.txt.gz.no_w.txt,0.2118632793426513,10.619134664535522
526.0,200.0,2.63,0.3802281368821292,0.0126045627376425,0.4518119625346214,0.0,0.0342205323193916,1.8437072438987048,0.0126045627376425,0.4840665621683624,0.005,0.025,0.6725001719951994,0.018627338018973,0.7695909087700528,0.0076045627376425,0.0646387832699619,0.1634980988593156,1.846458906165508,0.0,1.0,0.6725001719951994,0.2903333333333334,1.023785170288356,0.0,0.6666666666666667,1.068240183981872,0.2972389611070528,0.7604562737642585,0.0,0.7604562737642585,0.8098859315589354,0.0078517110266159,0.3304973878174911,0.0,0.0171102661596958,1.5460757088993833,0.04,0.115,0.41,0.54,0.54,0.6674352941176471,0.6944901879452747,0.0,0.0,201.0,1.1136,1.65484313892,49.2624,0.102309843115,49.0,43.0,56.0,1.29861203916,0.214808635747,0.923446082066,0.0278839990688,5662.34977562,6.4775,0.376887462864,49.2753,0.10226244606,49.0,43.0,56.0,1.61715022806,0.249731490545,0.970156948953,0.0237277248106,12050.0819027,or-100-20-5-UC-30.txt.gz.no_w.txt,0.0276908874511718,7.944405794143677
2215.0,1494.0,1.4825970548862115,0.6744920993227991,0.0011851771268671,1.6123532838243688,0.0,0.0266365688487584,1.3996443584707166,0.0011851771268671,0.484401484778007,0.000669344042838,0.00334672021419,1.0383074328617163,0.0024006281283737,0.9913251133462992,0.000902934537246,0.0243792325056433,0.6687133182844244,0.6036145269838009,0.0,1.0,0.962807091785645,0.7276628694419367,0.5629591207807308,0.0,1.0,1.2415224520219603,0.4096444492058164,0.218961625282167,0.274040632054176,0.4930022573363431,0.8302483069977427,0.0008576064982276,1.3836381539206166,0.0,0.018510158013544,1.107046099381088,0.002008032128514,0.0046854082998661,0.0200803212851405,0.0200803212851405,0.0200803212851405,0.1037591574496475,0.2376144489079051,0.0,0.0,1495.0,4.61901358113,3.20316366623,633.197283774,0.0393198261597,634.0,610.0,657.0,0.738991033204,0.136495848181,0.939903394839,0.079267563299,252255.681982,19.5857988166,0.738258351569,634.096523669,0.0344941158077,635.0,611.0,657.0,0.745559549522,0.140928107963,0.963373332504,0.328805720679,524757.104713,10.sk_1_46.txt.gz.no_w.txt,0.0990157127380371,11.582813024520874
268.0,100.0,2.68,0.373134328358209,0.0249253731343283,0.4322590209167412,0.0,0.0522388059701492,1.830922423404148,0.0249253731343283,0.4919663690166163,0.01,0.05,0.713034311767776,0.0352573865367042,0.7144524300254051,0.0149253731343283,0.0932835820895522,0.1791044776119403,1.7853571071357124,0.0,1.0,0.7130343117677761,0.2886666666666667,1.0307865934479707,0.0,0.6666666666666667,1.140141003936413,0.2975537299753142,0.746268656716418,0.0,0.746268656716418,0.8134328358208955,0.0155970149253731,0.3180648776003876,0.0,0.0261194029850746,1.568397647783392,0.09,0.15,0.33,0.33,0.33,0.4520621468926553,0.478444821908413,0.0,0.0,101.0,1.8223,0.883751415166,25.0571,0.145708142546,25.0,20.0,30.0,1.45835634363,0.233914472754,0.918498660529,0.0451733283548,1643.09972599,4.6216,0.412033083624,25.0461,0.146694116024,25.0,20.0,30.0,1.81063665972,0.238516165651,0.966558060486,0.0350250858963,2938.42130594,or-50-20-9-UC-30.txt.gz.no_w.txt,0.0151126384735107,5.942883729934692
3044030.0,5211280.0,0.584123286409481,1.7119673590601932,9.419448611185814e-07,7.199731783585273,0.0,0.0004668153730416,0.5141382212649819,9.419448611185816e-07,2.766148153593333,1.918914355014507e-07,5.37296019404062e-05,1.6559185694640457,2.560046482611313e-05,1.815799554970632,3.28511874061688e-07,0.0002457268817981,0.4118946629388406,0.912047449869676,0.0,1.0,1.6974422965531653,0.0181563159914661,5.598242969608801,0.0,0.967479674796748,0.3342063345734227,0.1016434683532214,0.2760363728346961,0.4338153697565398,0.709851742591236,0.4883953180487709,2.6283313873001024e-07,7.605760490767155,0.0,8.17994566413603e-05,0.4658819302027059,5.948634500544972e-06,5.948634500544972e-06,5.948634500544972e-06,5.948634500544972e-06,5.948634500544972e-06,0.0016767473634116,0.0016767473634116,0.0,59738.46030667528,5211373.0,362223.0,0.0,0.0,0.0,0.0,0.0,0.0,94.38,0.0,9.52871371053,0.0,30130312.1252,306290.0,0.0,0.0,0.0,0.0,0.0,0.0,65.2391725921,0.0,4.03482784246,0.0,16700194.3459,nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=3under.dimacs.gz.no_w.txt,1078.1057431697843,263.5266346931457
